id+,days_since_purchase,frequency,revenue,log_days_since_purchase,log_frequency,log_revenue,Cluster_Prediction,segment,country,country_clean
PH1054044,330,1,44466.00,5.80,0.69,10.70,2,may lose,PH,Philippines
PH1054272,36,1,414324.00,3.61,0.69,12.93,5,need bring back,PH,Philippines
PH1063458,22,2,169680.00,3.14,1.10,12.04,4,new customers with low buying ability,PH,Philippines
PH1063974,50,2,169728.00,3.93,1.10,12.04,4,new customers with low buying ability,PH,Philippines
PH1076430,239,1,44466.00,5.48,0.69,10.70,2,may lose,PH,Philippines
PH1077282,295,1,38358.00,5.69,0.69,10.55,2,may lose,PH,Philippines
PH1079988,176,4,649686.00,5.18,1.61,13.38,5,need bring back,PH,Philippines
PH1081248,71,1,38358.00,4.28,0.69,10.55,2,may lose,PH,Philippines
PH1081944,365,1,20388.00,5.90,0.69,9.92,2,may lose,PH,Philippines
PH1083018,260,2,31716.00,5.56,1.10,10.36,2,may lose,PH,Philippines
PH1097364,22,36,1038720.00,3.14,3.61,13.85,1,new customers with high buying ability,PH,Philippines
PH1105692,15,43,918102.00,2.77,3.78,13.73,1,new customers with high buying ability,PH,Philippines
PH1106100,246,3,143430.00,5.51,1.39,11.87,0,can not lose,PH,Philippines
PH1109688,288,2,47640.00,5.67,1.10,10.77,2,may lose,PH,Philippines
PH1110624,43,20,458334.00,3.78,3.04,13.04,1,new customers with high buying ability,PH,Philippines
PH1119240,232,2,199098.00,5.45,1.10,12.20,0,can not lose,PH,Philippines
PH1125228,99,4,105966.00,4.61,1.61,11.57,0,can not lose,PH,Philippines
PH1125996,92,1,21204.00,4.53,0.69,9.96,2,may lose,PH,Philippines
PH1126500,36,3,339036.00,3.61,1.39,12.73,1,new customers with high buying ability,PH,Philippines
PH1133202,274,1,44466.00,5.62,0.69,10.70,2,may lose,PH,Philippines
PH1140462,85,1,38358.00,4.45,0.69,10.55,2,may lose,PH,Philippines
PH1141356,36,4,127026.00,3.61,1.61,11.75,4,new customers with low buying ability,PH,Philippines
PH1145142,36,6,744006.00,3.61,1.95,13.52,1,new customers with high buying ability,PH,Philippines
PH1151262,29,1,20406.00,3.40,0.69,9.92,4,new customers with low buying ability,PH,Philippines
PH1152516,36,3,62418.00,3.61,1.39,11.04,4,new customers with low buying ability,PH,Philippines
PH1157814,92,4,76980.00,4.53,1.61,11.25,4,new customers with low buying ability,PH,Philippines
PH1158540,106,4,82200.00,4.67,1.61,11.32,0,can not lose,PH,Philippines
PH1166760,127,7,626088.00,4.85,2.08,13.35,5,need bring back,PH,Philippines
PH1168296,190,2,42390.00,5.25,1.10,10.65,2,may lose,PH,Philippines
PH1168542,64,5,144000.00,4.17,1.79,11.88,4,new customers with low buying ability,PH,Philippines
PH1170432,134,1,23868.00,4.91,0.69,10.08,2,may lose,PH,Philippines
PH1171326,36,16,354252.00,3.61,2.83,12.78,1,new customers with high buying ability,PH,Philippines
PH1174884,246,4,72690.00,5.51,1.61,11.19,0,can not lose,PH,Philippines
PH1174992,253,2,0.00,5.54,1.10,0.00,2,may lose,PH,Philippines
PH1176534,316,1,21804.00,5.76,0.69,9.99,2,may lose,PH,Philippines
PH1179414,281,2,42348.00,5.64,1.10,10.65,2,may lose,PH,Philippines
PH1180470,148,2,106590.00,5.00,1.10,11.58,0,can not lose,PH,Philippines
PH1186806,358,1,77832.00,5.88,0.69,11.26,0,can not lose,PH,Philippines
PH1190160,8,15,280098.00,2.20,2.77,12.54,1,new customers with high buying ability,PH,Philippines
PH1190184,15,19,353088.00,2.77,3.00,12.77,1,new customers with high buying ability,PH,Philippines
PH1190202,22,4,73308.00,3.14,1.61,11.20,4,new customers with low buying ability,PH,Philippines
PH1190208,15,9,157872.00,2.77,2.30,11.97,1,new customers with high buying ability,PH,Philippines
PH1190214,1,9,150852.00,0.69,2.30,11.92,1,new customers with high buying ability,PH,Philippines
PH1190238,43,5,88410.00,3.78,1.79,11.39,4,new customers with low buying ability,PH,Philippines
PH1190250,36,5,91794.00,3.61,1.79,11.43,4,new customers with low buying ability,PH,Philippines
PH1190262,330,1,15894.00,5.80,0.69,9.67,2,may lose,PH,Philippines
PH1190268,43,24,586320.00,3.78,3.22,13.28,1,new customers with high buying ability,PH,Philippines
PH1190274,50,4,63600.00,3.93,1.61,11.06,4,new customers with low buying ability,PH,Philippines
PH1190286,57,23,430956.00,4.06,3.18,12.97,1,new customers with high buying ability,PH,Philippines
PH1190316,29,18,404718.00,3.40,2.94,12.91,1,new customers with high buying ability,PH,Philippines
PH1190328,15,21,425598.00,2.77,3.09,12.96,1,new customers with high buying ability,PH,Philippines
PH1190334,36,25,487380.00,3.61,3.26,13.10,1,new customers with high buying ability,PH,Philippines
PH1190340,92,3,47700.00,4.53,1.39,10.77,4,new customers with low buying ability,PH,Philippines
PH1190394,71,4,118248.00,4.28,1.61,11.68,4,new customers with low buying ability,PH,Philippines
PH1190460,64,2,36252.00,4.17,1.10,10.50,4,new customers with low buying ability,PH,Philippines
PH1190478,120,1,15900.00,4.80,0.69,9.67,2,may lose,PH,Philippines
PH1190484,162,3,57366.00,5.09,1.39,10.96,0,can not lose,PH,Philippines
PH1190496,141,1,15900.00,4.96,0.69,9.67,2,may lose,PH,Philippines
PH1190514,288,1,15894.00,5.67,0.69,9.67,2,may lose,PH,Philippines
PH1190520,15,19,349764.00,2.77,3.00,12.77,1,new customers with high buying ability,PH,Philippines
PH1190556,176,8,164292.00,5.18,2.20,12.01,0,can not lose,PH,Philippines
PH1190568,1,22,415056.00,0.69,3.14,12.94,1,new customers with high buying ability,PH,Philippines
PH1190598,302,4,72420.00,5.71,1.61,11.19,0,can not lose,PH,Philippines
PH1190622,22,12,205752.00,3.14,2.56,12.23,1,new customers with high buying ability,PH,Philippines
PH1190682,113,4,83934.00,4.74,1.61,11.34,0,can not lose,PH,Philippines
PH1190688,1,5,88356.00,0.69,1.79,11.39,4,new customers with low buying ability,PH,Philippines
PH1190706,15,17,283464.00,2.77,2.89,12.55,1,new customers with high buying ability,PH,Philippines
PH1190712,120,1,15900.00,4.80,0.69,9.67,2,may lose,PH,Philippines
PH1190730,15,5,84624.00,2.77,1.79,11.35,4,new customers with low buying ability,PH,Philippines
PH1190736,120,4,77766.00,4.80,1.61,11.26,0,can not lose,PH,Philippines
PH1190754,71,2,52158.00,4.28,1.10,10.86,4,new customers with low buying ability,PH,Philippines
PH1190802,120,3,52146.00,4.80,1.39,10.86,0,can not lose,PH,Philippines
PH1190826,162,1,21150.00,5.09,0.69,9.96,2,may lose,PH,Philippines
PH1190832,8,22,446154.00,2.20,3.14,13.01,1,new customers with high buying ability,PH,Philippines
PH1190850,29,5,79488.00,3.40,1.79,11.28,4,new customers with low buying ability,PH,Philippines
PH1190856,36,6,108768.00,3.61,1.95,11.60,4,new customers with low buying ability,PH,Philippines
PH1190868,22,6,136092.00,3.14,1.95,11.82,4,new customers with low buying ability,PH,Philippines
PH1190874,337,1,20352.00,5.82,0.69,9.92,2,may lose,PH,Philippines
PH1190880,36,5,89202.00,3.61,1.79,11.40,4,new customers with low buying ability,PH,Philippines
PH1190886,50,9,189690.00,3.93,2.30,12.15,4,new customers with low buying ability,PH,Philippines
PH1190892,162,4,84840.00,5.09,1.61,11.35,0,can not lose,PH,Philippines
PH1190898,57,13,235956.00,4.06,2.64,12.37,5,need bring back,PH,Philippines
PH1190916,232,1,15900.00,5.45,0.69,9.67,2,may lose,PH,Philippines
PH1190946,15,6,99834.00,2.77,1.95,11.51,4,new customers with low buying ability,PH,Philippines
PH1190952,15,14,251646.00,2.77,2.71,12.44,1,new customers with high buying ability,PH,Philippines
PH1190958,1,5,83958.00,0.69,1.79,11.34,4,new customers with low buying ability,PH,Philippines
PH1191000,127,4,72510.00,4.85,1.61,11.19,0,can not lose,PH,Philippines
PH1191006,15,5,89844.00,2.77,1.79,11.41,4,new customers with low buying ability,PH,Philippines
PH1191024,176,1,20358.00,5.18,0.69,9.92,2,may lose,PH,Philippines
PH1191030,15,17,348036.00,2.77,2.89,12.76,1,new customers with high buying ability,PH,Philippines
PH1191036,1,20,434724.00,0.69,3.04,12.98,1,new customers with high buying ability,PH,Philippines
PH1191042,1,11,197022.00,0.69,2.48,12.19,1,new customers with high buying ability,PH,Philippines
PH1191126,127,3,63594.00,4.85,1.39,11.06,0,can not lose,PH,Philippines
PH1191156,78,7,115734.00,4.37,2.08,11.66,4,new customers with low buying ability,PH,Philippines
PH1191162,358,1,15894.00,5.88,0.69,9.67,2,may lose,PH,Philippines
PH1191186,15,19,366384.00,2.77,3.00,12.81,1,new customers with high buying ability,PH,Philippines
PH1191198,99,1,20358.00,4.61,0.69,9.92,2,may lose,PH,Philippines
PH1191204,50,16,277392.00,3.93,2.83,12.53,1,new customers with high buying ability,PH,Philippines
PH1191210,8,5,89208.00,2.20,1.79,11.40,4,new customers with low buying ability,PH,Philippines
PH1191216,36,4,68058.00,3.61,1.61,11.13,4,new customers with low buying ability,PH,Philippines
PH1191240,8,3,68820.00,2.20,1.39,11.14,4,new customers with low buying ability,PH,Philippines
PH1191258,113,4,68058.00,4.74,1.61,11.13,0,can not lose,PH,Philippines
PH1191270,64,7,136020.00,4.17,2.08,11.82,4,new customers with low buying ability,PH,Philippines
PH1194840,43,5,98082.00,3.78,1.79,11.49,4,new customers with low buying ability,PH,Philippines
PH1195884,239,3,133356.00,5.48,1.39,11.80,0,can not lose,PH,Philippines
PH1203072,22,11,234360.00,3.14,2.48,12.36,1,new customers with high buying ability,PH,Philippines
PH1203090,211,1,21606.00,5.36,0.69,9.98,2,may lose,PH,Philippines
PH1203702,337,1,21804.00,5.82,0.69,9.99,2,may lose,PH,Philippines
PH2439918,29,1,27726.00,3.40,0.69,10.23,4,new customers with low buying ability,PH,Philippines
PH2443812,15,8,150852.00,2.77,2.20,11.92,4,new customers with low buying ability,PH,Philippines
PH2447058,8,4,80352.00,2.20,1.61,11.29,4,new customers with low buying ability,PH,Philippines
PH2448198,78,3,52950.00,4.37,1.39,10.88,4,new customers with low buying ability,PH,Philippines
PH2456118,64,10,188970.00,4.17,2.40,12.15,5,need bring back,PH,Philippines
PH2466132,1,24,529194.00,0.69,3.22,13.18,1,new customers with high buying ability,PH,Philippines
PH2475426,239,1,44388.00,5.48,0.69,10.70,2,may lose,PH,Philippines
PH2476374,211,1,77832.00,5.36,0.69,11.26,0,can not lose,PH,Philippines
PH2482788,274,3,221964.00,5.62,1.39,12.31,0,can not lose,PH,Philippines
PH2487438,344,1,15894.00,5.84,0.69,9.67,2,may lose,PH,Philippines
PH2487504,50,5,87372.00,3.93,1.79,11.38,4,new customers with low buying ability,PH,Philippines
PH2487576,316,1,15894.00,5.76,0.69,9.67,2,may lose,PH,Philippines
PH2487582,8,16,292902.00,2.20,2.83,12.59,1,new customers with high buying ability,PH,Philippines
PH2487594,365,1,15894.00,5.90,0.69,9.67,2,may lose,PH,Philippines
PH2487630,197,2,36252.00,5.29,1.10,10.50,2,may lose,PH,Philippines
PH2504322,120,1,14340.00,4.80,0.69,9.57,2,may lose,PH,Philippines
PH2517018,85,4,72510.00,4.45,1.61,11.19,4,new customers with low buying ability,PH,Philippines
PH2518548,253,2,109908.00,5.54,1.10,11.61,0,can not lose,PH,Philippines
PH2689368,85,2,31794.00,4.45,1.10,10.37,2,may lose,PH,Philippines
PH2697420,127,1,21606.00,4.85,0.69,9.98,2,may lose,PH,Philippines
PH2697450,211,1,21804.00,5.36,0.69,9.99,2,may lose,PH,Philippines
PH2703738,99,10,192720.00,4.61,2.40,12.17,5,need bring back,PH,Philippines
PH2704044,351,1,23820.00,5.86,0.69,10.08,2,may lose,PH,Philippines
PH2704806,1,8,140316.00,0.69,2.20,11.85,1,new customers with high buying ability,PH,Philippines
PH2790774,225,2,133410.00,5.42,1.10,11.80,0,can not lose,PH,Philippines
PH2814186,197,1,73446.00,5.29,0.69,11.20,0,can not lose,PH,Philippines
PH2816148,127,3,52152.00,4.85,1.39,10.86,0,can not lose,PH,Philippines
PH2821596,92,1,191790.00,4.53,0.69,12.16,0,can not lose,PH,Philippines
PH2824392,1,39,790386.00,0.69,3.69,13.58,3,champions,PH,Philippines
PH2828778,267,5,355626.00,5.59,1.79,12.78,5,need bring back,PH,Philippines
PH2835636,309,2,115086.00,5.74,1.10,11.65,0,can not lose,PH,Philippines
PH2836170,22,19,343704.00,3.14,3.00,12.75,1,new customers with high buying ability,PH,Philippines
PH2836662,15,1,14352.00,2.77,0.69,9.57,4,new customers with low buying ability,PH,Philippines
PH2971374,344,2,44994.00,5.84,1.10,10.71,2,may lose,PH,Philippines
PH2978994,337,1,77694.00,5.82,0.69,11.26,0,can not lose,PH,Philippines
PH3021684,92,4,72462.00,4.53,1.61,11.19,4,new customers with low buying ability,PH,Philippines
PH3102996,64,2,47736.00,4.17,1.10,10.77,4,new customers with low buying ability,PH,Philippines
PH3151620,113,3,115074.00,4.74,1.39,11.65,0,can not lose,PH,Philippines
PH3167184,36,1,76728.00,3.61,0.69,11.25,4,new customers with low buying ability,PH,Philippines
PH3201216,260,3,333360.00,5.56,1.39,12.72,5,need bring back,PH,Philippines
PH3205848,113,2,31800.00,4.74,1.10,10.37,2,may lose,PH,Philippines
PH3209736,57,2,76716.00,4.06,1.10,11.25,4,new customers with low buying ability,PH,Philippines
PH3229878,211,2,42390.00,5.36,1.10,10.65,2,may lose,PH,Philippines
PH3311664,190,1,21222.00,5.25,0.69,9.96,2,may lose,PH,Philippines
PH3317202,155,2,76716.00,5.05,1.10,11.25,0,can not lose,PH,Philippines
PH3321876,316,1,38358.00,5.76,0.69,10.55,2,may lose,PH,Philippines
PH3396786,309,1,132948.00,5.74,0.69,11.80,0,can not lose,PH,Philippines
PH3431484,43,3,68952.00,3.78,1.39,11.14,4,new customers with low buying ability,PH,Philippines
PH3473838,43,1,21216.00,3.78,0.69,9.96,4,new customers with low buying ability,PH,Philippines
PH3489708,365,1,21174.00,5.90,0.69,9.96,2,may lose,PH,Philippines
PH3495762,253,1,23820.00,5.54,0.69,10.08,2,may lose,PH,Philippines
PH3581184,134,2,130434.00,4.91,1.10,11.78,0,can not lose,PH,Philippines
PH3663666,85,4,214824.00,4.45,1.61,12.28,5,need bring back,PH,Philippines
PH3674256,274,2,105288.00,5.62,1.10,11.56,0,can not lose,PH,Philippines
PH3724152,85,1,21192.00,4.45,0.69,9.96,2,may lose,PH,Philippines
PH3728604,176,1,184320.00,5.18,0.69,12.12,0,can not lose,PH,Philippines
PH3731418,190,1,28260.00,5.25,0.69,10.25,2,may lose,PH,Philippines
PH3753522,29,5,93486.00,3.40,1.79,11.45,4,new customers with low buying ability,PH,Philippines
PH3772962,176,2,47688.00,5.18,1.10,10.77,2,may lose,PH,Philippines
PH3774570,351,1,15948.00,5.86,0.69,9.68,2,may lose,PH,Philippines
PH3775830,1,37,792978.00,0.69,3.64,13.58,3,champions,PH,Philippines
PH3775884,36,8,159342.00,3.61,2.20,11.98,4,new customers with low buying ability,PH,Philippines
PH3777102,127,1,47700.00,4.85,0.69,10.77,2,may lose,PH,Philippines
PH3777210,85,1,21216.00,4.45,0.69,9.96,2,may lose,PH,Philippines
PH3777336,57,3,52230.00,4.06,1.39,10.86,4,new customers with low buying ability,PH,Philippines
PH3777360,351,1,23790.00,5.86,0.69,10.08,2,may lose,PH,Philippines
PH3778014,358,1,23790.00,5.88,0.69,10.08,2,may lose,PH,Philippines
PH3779004,323,2,31872.00,5.78,1.10,10.37,2,may lose,PH,Philippines
PH3779898,1,7,117456.00,0.69,2.08,11.67,1,new customers with high buying ability,PH,Philippines
PH3782028,106,1,15948.00,4.67,0.69,9.68,2,may lose,PH,Philippines
PH3790218,162,7,149898.00,5.09,2.08,11.92,0,can not lose,PH,Philippines
PH3846156,330,1,21174.00,5.80,0.69,9.96,2,may lose,PH,Philippines
PH3863736,323,1,15894.00,5.78,0.69,9.67,2,may lose,PH,Philippines
PH3877662,148,3,61032.00,5.00,1.39,11.02,0,can not lose,PH,Philippines
PH3878292,365,1,15342.00,5.90,0.69,9.64,2,may lose,PH,Philippines
PH3894492,22,3,54069000.00,3.14,1.39,17.81,3,champions,PH,Philippines
PH3919026,204,1,115074.00,5.32,0.69,11.65,0,can not lose,PH,Philippines
PH3926946,323,1,21174.00,5.78,0.69,9.96,2,may lose,PH,Philippines
PH3935832,183,2,47736.00,5.21,1.10,10.77,2,may lose,PH,Philippines
PH3935982,162,1,143460.00,5.09,0.69,11.87,0,can not lose,PH,Philippines
PH3937548,22,5,109776.00,3.14,1.79,11.61,4,new customers with low buying ability,PH,Philippines
PH3952392,29,14,227670.00,3.40,2.71,12.34,1,new customers with high buying ability,PH,Philippines
PH3957258,57,8,314532.00,4.06,2.20,12.66,5,need bring back,PH,Philippines
PH3958380,232,1,21804.00,5.45,0.69,9.99,2,may lose,PH,Philippines
PH3998922,323,1,38358.00,5.78,0.69,10.55,2,may lose,PH,Philippines
PH4020102,92,1,21150.00,4.53,0.69,9.96,2,may lose,PH,Philippines
PH4053234,8,11,215892.00,2.20,2.48,12.28,1,new customers with high buying ability,PH,Philippines
PH4054470,71,6,210030.00,4.28,1.95,12.26,5,need bring back,PH,Philippines
PH4054848,246,2,368640.00,5.51,1.10,12.82,5,need bring back,PH,Philippines
PH4055382,99,1,3450.00,4.61,0.69,8.15,2,may lose,PH,Philippines
PH4061016,78,3,45084.00,4.37,1.39,10.72,4,new customers with low buying ability,PH,Philippines
PH4065156,211,1,21804.00,5.36,0.69,9.99,2,may lose,PH,Philippines
PH4086066,204,4,109020.00,5.32,1.61,11.60,0,can not lose,PH,Philippines
PH4087338,29,1,38358.00,3.40,0.69,10.55,4,new customers with low buying ability,PH,Philippines
PH4143732,36,1,27726.00,3.61,0.69,10.23,4,new customers with low buying ability,PH,Philippines
PH4150944,169,30,2042904.00,5.14,3.43,14.53,5,need bring back,PH,Philippines
PH4167342,288,1,23820.00,5.67,0.69,10.08,2,may lose,PH,Philippines
PH4171152,57,1,20376.00,4.06,0.69,9.92,2,may lose,PH,Philippines
PH4176066,120,7,157368.00,4.80,2.08,11.97,0,can not lose,PH,Philippines
PH4194726,344,1,15342.00,5.84,0.69,9.64,2,may lose,PH,Philippines
PH4231968,78,1,38358.00,4.37,0.69,10.55,2,may lose,PH,Philippines
PH4233594,8,10,246510.00,2.20,2.40,12.42,1,new customers with high buying ability,PH,Philippines
PH4244436,57,1,38358.00,4.06,0.69,10.55,4,new customers with low buying ability,PH,Philippines
PH4245048,1,271,140831226.00,0.69,5.61,18.76,3,champions,PH,Philippines
PH4246734,155,1,21804.00,5.05,0.69,9.99,2,may lose,PH,Philippines
PH4250376,162,2,77640.00,5.09,1.10,11.26,0,can not lose,PH,Philippines
PH4287900,232,2,65682.00,5.45,1.10,11.09,0,can not lose,PH,Philippines
PH4312380,323,1,44388.00,5.78,0.69,10.70,2,may lose,PH,Philippines
PH4321386,57,1,38358.00,4.06,0.69,10.55,4,new customers with low buying ability,PH,Philippines
PH4323924,22,18,577026.00,3.14,2.94,13.27,1,new customers with high buying ability,PH,Philippines
PH4324122,57,6,110610.00,4.06,1.95,11.61,4,new customers with low buying ability,PH,Philippines
PH4327590,176,1,47748.00,5.18,0.69,10.77,2,may lose,PH,Philippines
PH4341336,134,1,21804.00,4.91,0.69,9.99,2,may lose,PH,Philippines
PH4356306,197,1,73446.00,5.29,0.69,11.20,0,can not lose,PH,Philippines
PH4356318,330,1,21804.00,5.80,0.69,9.99,2,may lose,PH,Philippines
PH4383744,267,1,21804.00,5.59,0.69,9.99,2,may lose,PH,Philippines
PH4386816,302,2,43608.00,5.71,1.10,10.68,2,may lose,PH,Philippines
PH4398264,155,2,0.00,5.05,1.10,0.00,2,may lose,PH,Philippines
PH4402782,316,1,38358.00,5.76,0.69,10.55,2,may lose,PH,Philippines
PH4413048,85,6,165432.00,4.45,1.95,12.02,0,can not lose,PH,Philippines
PH4491894,197,1,38358.00,5.29,0.69,10.55,2,may lose,PH,Philippines
PH4512168,43,1,9558.00,3.78,0.69,9.17,2,may lose,PH,Philippines
PH4514484,29,2,76716.00,3.40,1.10,11.25,4,new customers with low buying ability,PH,Philippines
PK2709834,113,1,38358.00,4.74,0.69,10.55,2,may lose,PK,Pakistan
PK2710698,218,3,62964.00,5.39,1.39,11.05,0,can not lose,PK,Pakistan
PK2710710,288,10,162222.00,5.67,2.40,12.00,0,can not lose,PK,Pakistan
PK2711154,337,1,12000.00,5.82,0.69,9.39,2,may lose,PK,Pakistan
PK2711220,29,1,78696.00,3.40,0.69,11.27,4,new customers with low buying ability,PK,Pakistan
PK2711328,337,1,20058.00,5.82,0.69,9.91,2,may lose,PK,Pakistan
PK2711610,29,4,156996.00,3.40,1.61,11.96,4,new customers with low buying ability,PK,Pakistan
PK2712000,323,1,19314.00,5.78,0.69,9.87,2,may lose,PK,Pakistan
PK2712156,246,1,39342.00,5.51,0.69,10.58,2,may lose,PK,Pakistan
PK2712180,344,1,20442.00,5.84,0.69,9.93,2,may lose,PK,Pakistan
PK2712342,260,1,39036.00,5.56,0.69,10.57,2,may lose,PK,Pakistan
PK2713074,85,1,39342.00,4.45,0.69,10.58,2,may lose,PK,Pakistan
PK2713806,288,1,38358.00,5.67,0.69,10.55,2,may lose,PK,Pakistan
PK2713884,225,1,22200.00,5.42,0.69,10.01,2,may lose,PK,Pakistan
PK2714160,239,5,154554.00,5.48,1.79,11.95,0,can not lose,PK,Pakistan
PK2714268,78,1,39342.00,4.37,0.69,10.58,2,may lose,PK,Pakistan
PK2714544,260,1,19518.00,5.56,0.69,9.88,2,may lose,PK,Pakistan
PK2715342,225,3,68400.00,5.42,1.39,11.13,0,can not lose,PK,Pakistan
PK2716368,274,1,20856.00,5.62,0.69,9.95,2,may lose,PK,Pakistan
PK2716392,232,6,284952.00,5.45,1.95,12.56,5,need bring back,PK,Pakistan
PK2717544,351,1,34452.00,5.86,0.69,10.45,2,may lose,PK,Pakistan
PK2717706,267,1,20442.00,5.59,0.69,9.93,2,may lose,PK,Pakistan
PK2717808,113,2,343284.00,4.74,1.10,12.75,5,need bring back,PK,Pakistan
PK2718054,190,1,20442.00,5.25,0.69,9.93,2,may lose,PK,Pakistan
PK2718480,351,1,20058.00,5.86,0.69,9.91,2,may lose,PK,Pakistan
PK2718840,267,2,14940.00,5.59,1.10,9.61,2,may lose,PK,Pakistan
PK2719716,246,2,40392.00,5.51,1.10,10.61,2,may lose,PK,Pakistan
PK2720178,323,1,22080.00,5.78,0.69,10.00,2,may lose,PK,Pakistan
PK2721018,225,2,45648.00,5.42,1.10,10.73,2,may lose,PK,Pakistan
PK2721090,22,2,77700.00,3.14,1.10,11.26,4,new customers with low buying ability,PK,Pakistan
PK2721144,309,3,38046.00,5.74,1.39,10.55,2,may lose,PK,Pakistan
PK2721672,267,1,15654.00,5.59,0.69,9.66,2,may lose,PK,Pakistan
PK2722080,50,1,38784.00,3.93,0.69,10.57,4,new customers with low buying ability,PK,Pakistan
PK2722944,218,2,50244.00,5.39,1.10,10.82,2,may lose,PK,Pakistan
PK2723136,330,1,14940.00,5.80,0.69,9.61,2,may lose,PK,Pakistan
PK2724042,239,3,78438.00,5.48,1.39,11.27,0,can not lose,PK,Pakistan
PK2725032,225,13,239316.00,5.42,2.64,12.39,5,need bring back,PK,Pakistan
PK2727300,337,3,226590.00,5.82,1.39,12.33,0,can not lose,PK,Pakistan
PK2727648,218,1,12480.00,5.39,0.69,9.43,2,may lose,PK,Pakistan
PK2727726,351,1,23478.00,5.86,0.69,10.06,2,may lose,PK,Pakistan
PK2728086,239,1,19518.00,5.48,0.69,9.88,2,may lose,PK,Pakistan
PK2728752,344,1,38628.00,5.84,0.69,10.56,2,may lose,PK,Pakistan
PK2729004,239,3,54438.00,5.48,1.39,10.90,0,can not lose,PK,Pakistan
PK2729034,344,1,19314.00,5.84,0.69,9.87,2,may lose,PK,Pakistan
PK2729472,232,1,19872.00,5.45,0.69,9.90,2,may lose,PK,Pakistan
PK2730276,43,1,39342.00,3.78,0.69,10.58,4,new customers with low buying ability,PK,Pakistan
PK2730450,169,3,117042.00,5.14,1.39,11.67,0,can not lose,PK,Pakistan
PK2731452,92,1,28986.00,4.53,0.69,10.27,2,may lose,PK,Pakistan
PK2732586,15,7,472104.00,2.77,2.08,13.06,1,new customers with high buying ability,PK,Pakistan
PK2733108,274,1,15630.00,5.62,0.69,9.66,2,may lose,PK,Pakistan
PK2733264,281,1,19314.00,5.64,0.69,9.87,2,may lose,PK,Pakistan
PK2734620,330,1,40908.00,5.80,0.69,10.62,2,may lose,PK,Pakistan
PK2734650,330,1,17082.00,5.80,0.69,9.75,2,may lose,PK,Pakistan
PK2735688,218,2,41718.00,5.39,1.10,10.64,2,may lose,PK,Pakistan
PK2735742,78,1,39342.00,4.37,0.69,10.58,2,may lose,PK,Pakistan
PK2736948,148,2,204420.00,5.00,1.10,12.23,0,can not lose,PK,Pakistan
PK2738712,22,3,73578.00,3.14,1.39,11.21,4,new customers with low buying ability,PK,Pakistan
PK2740434,176,1,20424.00,5.18,0.69,9.92,2,may lose,PK,Pakistan
PK2741694,85,1,39342.00,4.45,0.69,10.58,2,may lose,PK,Pakistan
PK2743650,267,1,20070.00,5.59,0.69,9.91,2,may lose,PK,Pakistan
PK2743992,127,3,150624.00,4.85,1.39,11.92,0,can not lose,PK,Pakistan
PK2744040,309,2,23106.00,5.74,1.10,10.05,2,may lose,PK,Pakistan
PK2747040,260,1,22200.00,5.56,0.69,10.01,2,may lose,PK,Pakistan
PK2747940,344,1,22080.00,5.84,0.69,10.00,2,may lose,PK,Pakistan
PK2748132,309,3,54282.00,5.74,1.39,10.90,0,can not lose,PK,Pakistan
PK2748192,239,1,57972.00,5.48,0.69,10.97,0,can not lose,PK,Pakistan
PK2748858,323,1,12000.00,5.78,0.69,9.39,2,may lose,PK,Pakistan
PK2748954,225,1,92112.00,5.42,0.69,11.43,0,can not lose,PK,Pakistan
PK2749386,43,1,39342.00,3.78,0.69,10.58,4,new customers with low buying ability,PK,Pakistan
PK2750376,246,6,108132.00,5.51,1.95,11.59,0,can not lose,PK,Pakistan
PK2750814,260,1,23112.00,5.56,0.69,10.05,2,may lose,PK,Pakistan
PK2751084,197,1,52104.00,5.29,0.69,10.86,2,may lose,PK,Pakistan
PK2751606,323,1,19314.00,5.78,0.69,9.87,2,may lose,PK,Pakistan
PK2753196,267,3,56616.00,5.59,1.39,10.94,0,can not lose,PK,Pakistan
PK2753346,302,1,12000.00,5.71,0.69,9.39,2,may lose,PK,Pakistan
PK2754792,260,1,66600.00,5.56,0.69,11.11,0,can not lose,PK,Pakistan
PK2755776,351,1,20874.00,5.86,0.69,9.95,2,may lose,PK,Pakistan
PK2756442,288,1,28260.00,5.67,0.69,10.25,2,may lose,PK,Pakistan
PK2756730,218,8,129726.00,5.39,2.20,11.77,0,can not lose,PK,Pakistan
PK2757576,218,11,208146.00,5.39,2.48,12.25,5,need bring back,PK,Pakistan
PK2758020,232,7,125124.00,5.45,2.08,11.74,0,can not lose,PK,Pakistan
PK2758152,36,1,39342.00,3.61,0.69,10.58,4,new customers with low buying ability,PK,Pakistan
PK2760864,302,1,45264.00,5.71,0.69,10.72,2,may lose,PK,Pakistan
PK2761056,330,2,40158.00,5.80,1.10,10.60,2,may lose,PK,Pakistan
PK2761062,302,3,58080.00,5.71,1.39,10.97,0,can not lose,PK,Pakistan
PK2761230,323,2,88320.00,5.78,1.10,11.39,0,can not lose,PK,Pakistan
PK2762520,218,1,19122.00,5.39,0.69,9.86,2,may lose,PK,Pakistan
PK2762820,22,1,39342.00,3.14,0.69,10.58,4,new customers with low buying ability,PK,Pakistan
PK2769660,344,1,23478.00,5.84,0.69,10.06,2,may lose,PK,Pakistan
PK2769876,239,7,126354.00,5.48,2.08,11.75,0,can not lose,PK,Pakistan
